0.0,0.07347858509578263
1.0,0.01414275596914894
2.0,0.011636804344014795
3.0,0.011066656802455409
4.0,0.010259907845402604
5.0,0.006603164778274889
6.0,0.005774541083719894
7.0,0.003685084954450232
8.0,0.0030896759309250892
9.0,0.002346875390887518
10.0,0.001948735926428168
11.0,0.0019402308803104183
12.0,0.0019480873790567047
13.0,0.0018343659572653554
14.0,0.0011883541854771226
15.0,0.0010717912199316132
16.0,7.806933917182738E-4
17.0,6.398079435068446E-4
18.0,5.907217213361168E-4
19.0,5.604756930281984E-4
20.0,4.6057115342190496E-4
21.0,3.599501993845567E-4
22.0,3.6623656632243457E-4
23.0,2.691152522230821E-4
24.0,2.6094918713489597E-4
25.0,2.206282388356839E-4
26.0,2.1305364763710401E-4
27.0,2.0080105743288933E-4
28.0,1.9347340786449413E-4
